"Visual_A","Visual_B","Somatomotor_A","Somatomotor_B","DorsalAttention_A","DorsalAttention_B","VentralAttention_A","VentralAttention_B","Limbic_A","Limbic_B","Frontoparietal_A","Frontoparietal_B","Frontoparietal_C","DefaultMode_A","DefaultMode_B","DefaultMode_C","DefaultMode_D"
12164.146652494,10846.4978174364,10519.7497234503,12054.0248802251,10248.0920124377,10884.8529977292,10548.3326922917,11614.680257242,10644.4152137872,9909.49670118817,9916.27240099442,9055.9325719569,9169.02797435145,9672.61820336882,9134.91485418289,11488.4619906897,10686.2396173374
12124.4562282291,10812.7214482014,10490.1022436099,11999.2222283462,10214.9715695314,10858.8385013322,10508.8652459493,11579.8624780248,10617.7286233383,9878.12919147674,9888.31701667752,9038.89127594449,9152.57022515264,9644.76739626745,9112.20625898653,11454.8338919409,10667.7425791328
12068.4284318829,10755.4895735025,10442.1273928646,11940.1079536501,10170.5145216791,10802.157697518,10465.6818658077,11535.7725860329,10569.0584284585,9826.5963378009,9842.99166290563,9005.56035909056,9118.48504286164,9586.68980838901,9078.48533132144,11403.3158767071,10631.5617334736
12093.4314332099,10771.2474391,10458.8954722588,11968.5688054579,10174.1653049773,10821.4415821617,10476.0359952711,11551.394781007,10587.0234125816,9824.72269408936,9839.15346946541,8994.26708272396,9115.92553167576,9579.06693812556,9079.29759119061,11411.1905694892,10636.5819893938
12074.0571111366,10759.3722560662,10448.67540721,11967.0766426848,10165.5455991269,10806.4781568528,10466.4210862316,11540.7678566839,10578.8534200183,9826.11519051004,9842.30187513662,8987.513575572,9118.83566762868,9584.64527385093,9076.97399480097,11402.8885396757,10616.5944348104
12121.143898444,10787.8272108511,10478.9752106143,12017.6366245583,10194.7425026869,10846.1603697795,10508.5525276412,11570.5136193022,10606.9957390263,9844.53423234236,9874.77533042854,9021.49810794918,9137.00747322925,9608.12927484802,9104.52353354557,11434.4017555235,10657.3071945675
12104.1088071284,10778.8355875796,10478.3212476914,11984.1761875491,10191.0772852324,10831.7074904414,10491.2513874378,11566.1018262023,10595.8077133572,9838.27941536844,9875.45963033627,9016.4939138638,9129.52228252254,9606.4593802646,9101.25555553805,11423.6873330748,10633.691311605
12113.8661010079,10777.6170340787,10471.8536972039,11994.3443726607,10192.7317073396,10836.8887106814,10492.1298486308,11564.5824077711,10594.8684339208,9840.25762958775,9866.54578407791,9018.23622086956,9142.5855995614,9602.15639395131,9111.57114445734,11417.7244224021,10664.6176428122
12129.6959104739,10798.1153725194,10487.1926766446,12008.9444155332,10205.9421245838,10841.4684296462,10513.8017568907,11574.2311978132,10605.7240152509,9848.4143906546,9865.586814925,9014.35670097723,9135.90461196962,9602.83913442839,9117.61561927548,11436.6883048813,10667.1550334506
12126.6714829943,10795.0212737571,10477.3081128754,12013.1656205901,10195.1522423654,10846.9447713255,10509.4188004171,11565.4650383954,10607.3339710497,9839.23427626423,9869.96953289883,9022.85298737549,9135.76903961304,9602.23487620973,9125.44349641171,11409.2640427022,10637.7677738528
