"Visual_A","Visual_B","Somatomotor_A","Somatomotor_B","DorsalAttention_A","DorsalAttention_B","VentralAttention_A","VentralAttention_B","Limbic_A","Limbic_B","Frontoparietal_A","Frontoparietal_B","Frontoparietal_C","DefaultMode_A","DefaultMode_B","DefaultMode_C","DefaultMode_D"
12267.4488267628,10693.9732339146,10847.5097746935,12050.4463670809,11061.7572031416,11108.9712378843,10606.2692390399,12144.1351333051,10815.4671127941,9833.22430959012,10344.9991439273,10100.851335931,10690.1034761083,9536.90088614572,9780.54437938912,11786.7097576947,10042.8839872252
12206.6739361626,10629.3001881814,10809.4828797565,12016.7784943533,11024.0992359772,11072.8031218835,10584.2942528486,12106.5804737703,10775.7763192617,9790.2225365152,10318.2547062421,10071.3134761575,10658.9662882182,9494.67195665841,9756.0825296267,11730.7747368198,10007.3530357347
12196.9296178058,10622.3178208296,10804.1281639495,12007.2347953318,11021.6773926187,11053.6101675238,10563.6984936809,12089.726226357,10756.0907229885,9772.35567874368,10300.7872823042,10048.5232231939,10646.9099102826,9478.30683620874,9742.89791845577,11721.7051132669,10004.6221477534
12185.7056844239,10637.6306453543,10797.4467464297,12004.3600248856,11002.7119788906,11058.9590370562,10565.7253614285,12086.722679321,10767.6022157521,9772.40875537868,10293.026498234,10057.3006157618,10654.4900613017,9486.22476483157,9739.67821131206,11707.2664114818,9972.21676277822
12195.5564793779,10624.6952382162,10792.936063744,11995.3665739112,11004.150286019,11059.1439322801,10561.8593870472,12082.8890158111,10763.8541719245,9770.41113992166,10314.4480237073,10052.8332607994,10652.6422556045,9492.45848870674,9739.14273598056,11715.0576051392,9961.35572686971
12184.8794489663,10616.5120075188,10805.682936318,11998.673974142,11010.1458164516,11051.1543406941,10568.5832785658,12095.7187667228,10775.1329795532,9788.2692821891,10322.0384327144,10063.8544953041,10655.6693609279,9497.16491137718,9756.78328563437,11726.8553504849,10003.6886698642
12168.107738952,10598.0705769629,10781.3879280004,11987.8062861395,11011.8211190886,11037.6948209203,10559.3175484447,12089.8795054004,10765.6396484627,9785.2321120872,10344.7281316394,10074.9187646966,10668.8236784798,9506.71082706219,9759.97302479084,11736.8749638269,10014.7610017183
12183.6233653794,10613.7919623452,10823.2307422104,12005.3381621165,11027.1072176713,11081.570802427,10557.4184344322,12104.136741507,10767.993385179,9764.79857029355,10308.439559617,10055.8245557954,10654.5127193426,9475.45255786883,9741.83975100704,11708.5147464704,9997.62390529316
12215.842095229,10650.7371039127,10827.7296928813,12018.1270873691,11024.3333179906,11086.6348634976,10577.711835747,12100.8904440448,10772.1338434316,9781.43809075775,10305.4418131776,10065.5244208069,10670.5318906706,9475.59523136868,9755.28698972038,11704.7286941966,10012.445604845
12183.9733695502,10615.1466773354,10801.8271074749,12006.9826012515,11007.2747286859,11060.7727298164,10558.2914387967,12081.8962651033,10764.4524360909,9758.38376000026,10315.4324880765,10041.7925922631,10642.6512814736,9466.66141536671,9738.51221894177,11696.3108994691,9984.3616243322
12155.1957318637,10594.4779590221,10781.8060748406,11979.9104179351,10969.7523745799,11034.3139211396,10537.2519435658,12046.7268892159,10736.9678927434,9750.97325301329,10292.6376413016,10033.9266071559,10632.7580368211,9472.05989066823,9720.79626889926,11669.8712835652,9969.78700610013
12153.4684667086,10573.9382524738,10752.4773200578,11967.3603837206,10942.2966145792,11004.2222192086,10513.7708337788,12021.80392922,10742.9870553949,9750.65027343982,10305.1164376461,10013.5244995186,10617.9241109741,9463.67802674015,9715.6900847116,11654.4158745638,9943.36514491711
12150.1549253538,10577.5995024949,10741.856627561,11956.7209128659,10924.5875141646,10991.0976727525,10503.2241019444,12016.1933876582,10732.3974132289,9745.0118206505,10286.7519094136,10002.3860375974,10610.9707450336,9463.89700045657,9695.69868423025,11631.9178829661,9937.42714538175
12142.6644781949,10579.6331877341,10746.1900805153,11946.1180043499,10928.1867234575,10990.7507044654,10510.7941850683,12021.614783693,10727.1566709231,9751.38176463569,10304.3399439553,10013.3741998877,10619.6058392658,9466.76814063042,9723.26353080221,11658.1769265202,9957.22680226054
12161.5893386879,10589.6539082151,10761.9058657791,11973.5470747376,10934.5144170378,11017.2705287825,10522.0893768001,12032.4611830747,10749.859500557,9758.96283623173,10305.4719101685,10017.4451476725,10615.8015529968,9477.41953094458,9724.91643739908,11669.3310419594,9959.02003955961
12195.2841588301,10614.6494802224,10780.5815865135,11973.3089962369,10960.622318634,11032.2862923857,10539.6113143684,12058.3591293158,10756.3574015723,9754.46680971811,10313.9259318974,10022.9744615994,10628.2463538137,9464.29030568186,9723.55171776031,11692.5874477557,9969.55103092163
12177.1889846042,10609.5219107117,10789.063722805,11981.8466186398,10965.0374085864,11037.1732728287,10550.7597834679,12081.8137335842,10744.8709231197,9759.69940836651,10294.4011674912,10018.5833840754,10624.0072093015,9454.98608317039,9722.54418916687,11711.8239995248,9967.92621631388
12182.454371538,10605.5309449299,10784.6386507996,11963.7632696734,10962.5960072501,11040.3072008368,10558.4359946745,12099.1943563901,10756.6002671947,9768.16399837138,10304.337276697,10043.4815087727,10646.8505902888,9474.16159747987,9750.46135592297,11726.8248003649,9998.16050373908
12198.0723941047,10624.2270127886,10798.7684907024,11973.5270557955,10989.1610856809,11051.3823937028,10568.9253770379,12116.6275057007,10768.082617508,9760.17731780352,10274.6636420535,10037.4839137012,10661.8196915319,9454.68342407004,9759.1711047524,11728.5685386129,9985.92711302151
12191.7024480319,10623.197642231,10805.2510929489,11970.2744992192,11000.6528675257,11045.8344612911,10560.255506164,12105.1691696537,10748.1033384638,9746.16885171856,10277.2586144959,10028.7779010157,10638.8636675409,9430.51284874424,9738.9129386896,11712.6043655895,9950.28624509316
12163.5021142033,10599.7817150115,10787.3060885103,11951.2971063008,10996.8859920944,11028.3311350212,10549.9275869325,12082.1711486327,10742.1408595113,9755.84480712505,10274.2518558965,10037.9771456423,10643.0895772149,9451.13692252401,9748.43931372293,11710.7735949527,9969.94201434373
12163.2076006867,10617.3297271389,10773.927610917,11952.6074967621,10987.6848352236,11038.1542211809,10544.8811816686,12076.8024130094,10736.5267035156,9762.60178459399,10272.9313478419,10033.4647416358,10650.6956269188,9440.98935521162,9746.8171251575,11719.5794756202,9977.35765909602
12178.0515517058,10620.3112174015,10797.6086387588,11979.8673988163,10995.8758225176,11051.8031514136,10550.6684176269,12085.9548895746,10741.0494416164,9746.74028839639,10284.2754070302,10036.2785263439,10647.6781282251,9445.0108995632,9750.6031852427,11693.3155636582,9935.69542029728
12158.7434534478,10591.0684279279,10786.056213285,11972.7768774847,10991.2129023638,11046.5732588549,10523.0380888584,12082.7743036748,10727.568781962,9741.10016366653,10291.4306149672,10039.448214986,10626.5586621917,9443.99998879298,9733.46453244499,11683.2078399004,9946.41177935482
12148.9664364894,10581.7770818966,10765.8214078022,11945.5160622302,10968.7152518622,11018.271072378,10523.6596494706,12071.7338673706,10739.1527845181,9755.62779281235,10306.8598116728,10044.889641776,10663.9384850944,9457.28643574992,9771.76321774542,11710.8998246662,9977.31559486025
12173.8385754458,10606.7773409404,10801.3523896707,11978.3471203718,10986.3437566014,11040.5138322121,10540.9072855382,12098.6470120833,10746.7723764142,9765.35859175634,10308.8981385749,10046.5444464425,10672.2038219033,9458.68776428322,9750.46076577844,11703.9227652724,9978.27410177179
12191.8611494382,10619.0108578341,10815.022608168,11991.6493105136,10999.5584998101,11060.6957038069,10555.0552073098,12107.4834459927,10746.749203935,9760.48053634647,10324.5951003385,10041.5083103934,10661.347728699,9471.63328592482,9752.03769019411,11711.7268652808,9968.0405501324
12184.7579412975,10600.3129981495,10807.4570343002,11979.4795426616,10986.3337155808,11049.4391297241,10529.7578635072,12110.086187168,10741.6741864322,9766.07744827686,10319.2484529991,10042.8642202684,10659.4702216449,9485.58458353132,9763.69851985955,11700.3496398974,9972.38899191908
12223.6502587943,10654.8549200025,10803.3969241102,12038.1507608962,11015.7832735555,11074.5074250286,10571.210720245,12134.6685696419,10808.1096900408,9798.92703543659,10362.3181730093,10081.6772858267,10702.2130521785,9500.71523564434,9793.68413232783,11739.6897886513,10057.0095045534
12215.4237394118,10651.7364818378,10821.3812120398,12003.5850759999,11008.2359037317,11077.895186624,10587.0581030603,12133.9642195106,10764.6500882113,9783.97474739761,10327.4821074093,10071.1856477407,10683.0781228871,9480.05257455584,9772.41094009622,11730.7940778787,10021.720197728
12201.0731208597,10647.6059477682,10814.0152603861,12001.0570688157,10996.5868079347,11061.1197041753,10561.2429203371,12117.8808112424,10752.1111175913,9774.90737529256,10315.5779485877,10059.7499702109,10680.564256039,9481.6259789122,9765.02927560172,11719.2718873044,9995.88777161789
12171.7002827616,10610.7145277123,10796.5176395719,11990.8092219309,10977.7297252206,11043.6291113325,10572.5840804741,12095.0106441332,10738.8006092237,9768.91814847569,10301.9420080642,10040.0857511534,10656.9506297765,9465.40476019006,9736.76906546156,11702.6718677687,9991.93650021509
12156.2147397354,10601.2154819898,10765.0618705775,11976.6597760091,10957.2537816166,11028.0649526085,10546.5395266106,12071.7956083369,10755.2052099695,9778.57805238737,10310.2922400549,10050.3754655606,10665.1709426529,9486.67810587614,9754.76161293683,11724.2178428241,10021.9103578458
12169.9427367368,10611.8815372875,10790.1091225592,11969.6779231229,10971.7863231766,11028.2654435843,10534.6538651652,12080.2342864065,10743.4168558164,9761.73146559064,10299.7998753074,10043.1192199331,10662.5816320583,9458.17084738278,9735.0480003422,11711.2314773814,9986.66391445146
12165.7640039357,10610.581030084,10796.2022397991,11990.7129100524,10973.5173251015,11042.483516037,10552.782746303,12073.1952721984,10738.8283353606,9759.1371601263,10307.2590672232,10049.5959823621,10655.2098633959,9457.53234346733,9739.04379148849,11711.6647708739,9976.8626566294
12158.6745133403,10609.6981994202,10791.9816882618,11980.6494217649,10969.080781975,11036.9261102607,10544.7587624261,12091.0554334343,10742.2095879901,9765.05860399167,10308.2637941203,10032.9641845609,10652.5290632778,9464.45930055519,9749.95199296915,11701.1050274518,9975.78523635349
12149.6757074977,10593.1701116457,10771.351433653,11961.3908544549,10954.6833563346,11025.3825628038,10535.4649978879,12069.1341309956,10753.1049600776,9753.35039532386,10323.9756981482,10038.1627440718,10671.2232320818,9473.65692682333,9752.72690309824,11711.4699074979,9982.38764611819
12174.4522538226,10617.521171282,10774.5394953571,11978.8289515172,10964.4427843215,11026.7299288814,10533.5027642179,12078.0063790182,10743.4534433664,9753.40768776785,10309.4076493486,10034.6958216672,10649.577659354,9465.96891128226,9742.17697272277,11693.3391589136,9980.79875235436
12181.5554156262,10597.8926025088,10770.726305797,11986.2129425026,10963.5213802143,11046.0897902257,10562.2723908314,12098.6883318557,10733.5051936359,9753.51410137749,10304.5961553501,10028.4612303761,10641.6435543678,9455.17998953299,9746.28961738623,11686.2485015773,9983.49405468106
12155.8570287189,10584.6323988909,10746.1883729591,11974.5613351576,10935.6388450951,11024.6065586931,10536.8195899576,12077.7148421634,10728.6497094333,9739.56494100825,10287.1801847227,10016.747728133,10626.6184163338,9452.42659288369,9734.75111471022,11681.910076165,9971.82415201123
12135.5692084897,10565.1848785997,10743.7370594819,11948.6614538818,10922.3880822374,10999.732098473,10514.8656202705,12050.1881818734,10711.947027417,9750.6950817961,10287.1934858698,10008.2499065401,10621.5463015413,9450.1550857743,9710.47021989827,11651.0976294313,9956.40191850953
12136.8945121295,10584.7945448535,10763.6476941981,11973.6304523065,10941.2489996759,11020.9981377203,10523.4859323525,12064.8872857354,10726.7627928346,9738.68341796378,10288.8673632324,10001.5653960067,10617.4492492009,9438.72891869505,9699.6394429472,11674.8635228979,9955.80573279681
12164.1954349417,10595.7297482571,10784.5765271073,11970.3346465089,10947.5357594895,11030.4785300612,10534.7971268854,12100.5901844121,10748.2478377706,9763.93161112476,10297.1245739202,10003.3326305363,10628.851831618,9457.0675545069,9714.23272915692,11686.3764717883,9964.68927079682
12164.9328175226,10596.0330992262,10782.4585726505,11969.7446962653,10950.0569217602,11024.3615478364,10539.942130915,12091.1412659569,10753.9455401553,9767.64036837028,10312.0003282784,10026.8874785636,10647.8957176586,9480.54245062959,9728.75586176495,11700.0001796142,9961.63638015167
12159.2966103443,10583.8187271692,10769.09363365,11950.3321173035,10936.1259353031,11021.3128009068,10531.8265762498,12077.0485133469,10746.11085015,9755.43357122692,10321.0896713071,10025.4835479065,10635.9491115435,9466.08504626134,9719.8944559862,11698.3905889059,9967.89252794482
12161.1085095348,10585.234739954,10786.9678788123,11966.9278767419,10955.1160681491,11034.5390243599,10545.9615386771,12098.5946870538,10740.6907434237,9746.77173536884,10292.0823017045,10016.4662009059,10628.8616002844,9444.99749776579,9716.4158132366,11693.8389310751,9972.15699578554
12168.3629814322,10602.6417954675,10764.2397926495,11957.6010515252,10964.6653384637,11019.3405036452,10532.989312641,12087.5197372665,10745.1347586676,9770.42670996048,10300.3423505206,10031.0526661712,10639.9620850107,9469.88877943949,9722.54422140466,11697.6306992934,9974.75725997506
12163.1645921913,10575.6481129044,10751.1822194183,11976.7503441804,10937.4179746011,11026.7762739303,10529.2889473765,12068.0251381981,10742.5750937603,9761.42883448914,10303.1601374004,10009.8102141658,10627.2613724536,9459.13930456247,9711.28062651592,11701.3858711295,9963.86160377479
12165.1136340535,10564.7543828707,10747.5623726915,11962.6421764957,10949.0748268727,11014.7942302822,10532.1839327755,12083.4288544825,10745.4960367558,9754.92116450007,10305.0891796006,10015.2995070946,10610.1708123464,9447.71427097469,9713.73528091759,11685.5707397063,9965.57944915667
12163.9778778068,10574.2948018963,10762.4746475066,11986.2113649879,10951.1856078732,11020.7670550992,10545.6753130304,12080.4314113202,10744.4103015791,9744.70466104443,10299.2922167221,10025.2458847492,10616.7081034308,9447.34627234785,9726.51829595674,11703.2162032201,9971.81126801427
12188.9690457029,10599.5784158348,10770.9797673367,11993.5442438586,10969.3014600885,11036.5544337921,10555.8458692958,12094.6634068891,10754.4831796453,9763.8869545001,10302.7114853172,10020.1792576424,10637.367177779,9458.87390461909,9723.57261926294,11708.9778222773,9957.65581429599
12173.215241273,10583.9269612596,10778.7583033317,12005.1213822901,10960.1802941227,11039.1132840544,10554.9443426928,12107.365677501,10752.8608687854,9760.61749006158,10313.4850894816,10037.0908331656,10647.2775942481,9466.33371528448,9733.73719264313,11711.7401152273,9969.44742291513
12164.3218246026,10578.9050428066,10773.5046013911,11994.2013994255,10972.7103611359,11030.7679838903,10552.535743559,12102.2033347034,10751.7504365121,9755.74171225376,10314.1555756432,10037.1277540701,10646.4234911888,9471.85554685803,9745.24226502157,11718.8481369527,9972.12283886492
12196.2642504573,10619.301668368,10791.7169586614,11987.5796029984,10983.5994951777,11060.9893206148,10576.6761250613,12116.2709369381,10770.2463462129,9761.97408576546,10302.8013713284,10049.2994847096,10647.109241483,9467.37393492686,9751.39164455037,11730.9035903313,9955.49214396904
