"Visual_A","Visual_B","Somatomotor_A","Somatomotor_B","DorsalAttention_A","DorsalAttention_B","VentralAttention_A","VentralAttention_B","Limbic_A","Limbic_B","Frontoparietal_A","Frontoparietal_B","Frontoparietal_C","DefaultMode_A","DefaultMode_B","DefaultMode_C","DefaultMode_D"
11648.7809666556,9398.54492243039,9875.27188079538,11811.4826139492,10136.4205364811,10636.1826629854,10563.9454385726,11793.8947267999,10749.2375990935,9531.1908500889,10716.1055534996,9678.55068468946,9947.65191496796,9921.94535473,9729.64680170363,12110.8198893286,11188.2194982244
11609.3260065377,9353.65877725884,9829.89348287788,11777.3857491048,10089.5170806535,10598.9965671917,10512.96616573,11743.1719781025,10702.0085624944,9481.90258117281,10687.155608974,9642.89426480262,9905.77040545679,9888.09856547093,9691.47087050149,12047.2783721854,11145.4240338136
11587.5924649083,9332.874625385,9830.83797799863,11757.2199659314,10064.9121561905,10581.6935799305,10490.8317587888,11714.9969050748,10693.882120574,9456.49355633397,10658.3803615007,9615.96526609641,9876.37217837267,9868.31576199782,9656.39343939805,12014.7933200037,11092.1723622806
11585.2235904761,9342.82616533752,9833.97036484297,11760.9462823535,10065.8155010612,10581.7369096172,10489.3895044358,11718.3296827434,10700.4565094565,9462.18735715908,10667.8994823164,9630.5684643273,9878.96305362998,9862.30385231547,9676.02431417284,12027.6558344206,11103.3777253227
11590.736967866,9333.77122047805,9832.67188687817,11756.792432203,10072.3452499679,10592.1272351522,10488.5008515047,11730.0407789818,10710.3196747945,9458.17527794452,10685.3886557378,9636.83742667111,9898.39012383239,9865.16786803442,9677.21725960271,12050.4807117623,11092.0842194391
11586.4014707114,9337.50509026815,9827.41416788095,11745.5452207078,10072.0017921787,10591.9215789155,10486.8374143385,11721.9220359308,10686.4012746985,9463.46518958925,10678.4621520966,9627.14065947665,9904.14574183705,9868.94740621466,9687.30962335005,12037.0987582167,11129.0641600499
11563.1139864875,9334.02605849682,9808.38025505926,11728.5828589422,10050.5559987179,10573.69155488,10465.2416000607,11702.2795468764,10684.1294817218,9458.22585361716,10677.500515173,9627.48964749365,9894.51664753079,9872.73642628918,9673.63209512828,12024.1692121879,11117.9797584512
11576.2232021831,9344.97727312778,9824.59673072872,11743.9171672877,10061.4139621201,10575.8673564841,10469.6575121331,11714.229227067,10694.821957223,9461.14671081636,10684.9281613953,9643.60468369612,9896.97658643562,9877.9003545711,9691.24772777156,12033.2494491685,11107.6640140845
11576.3410261553,9345.63713832183,9826.32938684859,11754.2706870748,10070.6051825113,10589.2389373697,10479.4629326789,11718.0554437523,10696.2809868177,9463.48734670199,10666.2108762649,9640.65622394054,9903.66731697195,9871.43902165063,9691.17985739606,12050.0159802353,11095.8126293016
11579.2070746452,9341.40608611201,9843.54866747295,11744.412148098,10081.1091544241,10603.537736443,10502.6177425488,11735.6953583231,10712.0048081085,9474.47257053875,10687.2235722958,9652.43202786461,9922.80742365981,9872.70035168559,9703.87308387904,12057.7698918853,11141.6983602789
